1	0
2	-32
3	-16
4	-32
5	-16
6	-32
7	-16
8	-30
9	-84
10	-77
11	-92
12	-68
13	-75
14	-52
15	-48
16	-60
17	-74
18	-104
19	-76
20	-48
21	-92
22	-68
23	-64
24	-84
25	-93
26	-76
27	-88
28	-62
29	-70
30	-40
31	-48
32	-48
33	-100
34	-80
35	-72
36	-56
37	-88
38	-80
39	-60
40	-76
41	-48
42	-92
43	-94
44	-73
45	-65
46	-84
47	-54
48	-86
49	-101
50	-76
51	-52
52	-52
53	-74
54	-59
55	-61
56	-96
57	-76
58	-67
59	-71
60	-91
61	-57
62	-58
63	-33
64	-75
65	-68
66	-40
67	-65
68	-122
69	-116
70	-52
71	-91
72	-66
73	-77
74	-90
75	-61
76	-116
77	-104
78	-52
79	-88
80	-37
81	-79
82	-63
83	-60
84	-94
85	-50
86	-72
87	-58
88	-85
89	-72
90	-76
91	-52
92	-78
93	-88
94	-91
95	-81
96	-76
97	-68
98	-52
99	-75
100	-112
101	-64
102	-67
103	-61
104	-86
105	-108
106	-56
107	-64
108	-67
109	-47
110	-84
111	-57
112	-57
113	-66
114	-56
115	-56
116	-75
117	-88
118	-36
119	-92
120	-72
121	-40
122	-60
123	-70
124	-36
125	-71
126	-27
127	-31
128	-52
129	-65
130	-143
131	-40
132	-50
133	-64
134	-75
135	-61
136	-46
137	-47
138	-79
139	-48
140	-44
141	-76
142	-56
143	-46
144	-72
145	-56
146	-68
147	-43
148	-56
149	-60
150	-66
151	-78
152	-82
153	-60
154	-65
155	-63
156	-47
157	-96
158	-53
159	-39
160	-134
161	-241
162	-68
163	-265
164	-48
165	-89
166	-113
167	-144
168	-73
169	-68
170	-69
171	-52
172	-56
173	-65
174	-76
175	-76
176	-50
177	-90
178	-31
179	-64
180	-52
181	-40
182	-62
183	-65
184	-92
185	-83
186	-62
187	-56
188	-56
189	-66
190	-58
191	-69
192	-44
193	-76
194	-88
195	-56
196	-48
197	-64
198	-48
199	-57
200	-56
201	-67
202	-61
203	-78
204	-58
205	-100
206	-43
207	-84
208	-52
209	-69
210	-107
211	-54
212	-88
213	-56
214	-76
215	-32
216	-47
217	-71
218	-98
219	-49
220	-92
221	-102
222	-68
223	-81
224	-68
225	-66
226	-75
227	-72
228	-76
229	-100
230	-44
231	-41
232	-42
233	-58
234	-81
235	-55
236	-77
237	-45
238	-45
239	-102
240	-102
241	-87
242	-170
243	-202
244	-159
245	-145
246	-151
247	-181
248	-255
249	-266
250	-170
251	-234
252	-193
253	-167
254	-109
255	-264
256	-225
257	-282
258	-200
259	-196
260	-174
261	-185
262	-75
263	-60
264	-72
265	-103
266	-85
267	-104
268	-91
269	-73
270	-49
271	-88
272	-51
273	-53
274	-78
275	-60
276	-55
277	-97
278	-72
279	-69
280	-88
281	-81
282	-84
283	-78
284	-80
285	-60
286	-88
287	-73
288	-112
289	-40
290	-76
291	-52
292	-60
293	-58
294	-52
295	-37
296	-38
297	-80
298	-73
299	-29
300	-62
301	-87
302	-109
303	-65
304	-45
305	-100
306	-88
307	-55
308	-79
309	-108
310	-87
311	-74
312	-50
313	-51
314	-43
315	-60
316	-74
317	-86
318	-64
319	-73
320	-73
321	-39
322	-53
323	-96
324	-44
325	-177
326	-57
